path,text,BASIC_SOUNDS,HESITATION_WORDS,VERBAL_CRUTCHES,REPETITIVE_STARTS,FILLED_PAUSES,DISCOURSE_MARKERS,PERSONAL_PRONOUNS,OPINION_INDICATORS,EMOTION_WORDS,JUDGMENT_ADJECTIVES,QUALIFIERS_HEDGING,COMMON_PHRASES,OPINION_PHRASES,SELF_DISCLOSURES,HEALTH,FINANCES,RELATIONSHIPS,FAMILY,LIMITED_AVAILABILITY,EXCLUSIVITY,TIME_SENSITIVE,LIMITED_TIME,EXCLUSIVE_DISCOUNT,URGENCY_PROMOTION,OTHERS,SELLING_FAST,HARD_WORK,EXCLUSIVE_FOR_FOLLOWERS,GENEROSITY,APPRECIATION,NATURAL_FIT,LIFESTYLE_IMPROVEMENT,CONTINUATION,GOALS,DURATION,UNIQUE_CODE,SHARING_CODE,HONESTY,CONTRAST,PROS,CONS,ADMISSION,UNCERTAINTY,FIRST_PERSON_QUESTIONS,GENERAL_AUDIENCE_QUESTIONS,POV,UNBOXING,GRWM,RESTOCKING,DAY_IN_MY_LIFE_PATTERNS,DUPE,video_duration,end_first_segment,PG_BRAND,COTERIE_BRAND,HEALTHYBABY_BRAND,HONEST_BRAND,HUGGIES_BRAND,KUDOSTOBABY_BRAND,LUVS_BRAND,MYMILLIEMOON_BRAND,PAMPERSUS_BRAND,RASCALSBABY_BRAND,THENINJAMAS_BRAND,GENERAL_HOOK,NEGATIVE_HOOK,brand_counts,BRAND_TS,integration_in_first_10_seconds,integration_in_first_half_video,integration_duration,int_between_90_240,integration_ts,narrative_changes,brand_as_sponsor,scenes,raw_scenes,scene_change_in_integration,num_scenes
results/huggies/DCSE67jAles_2024-11-12_19-09-33_UTC," My sister is expecting my nephew at the end of November, so I'm putting together a few goodie bags for new moms. I've always loved giving back, and during this time of the year, it feels especially rewarding, so I'm so excited to do this. I'm including baby items along with a few treats for moms, but first things first, diapers and wipes. Of course, I had to include my favorite diapers and wipes, Huggies Little Snugglers for gentle skin protection and up to 12 hours of leak protection, and Huggies Natural Care Wipes, which are fragrance-free and safe for sensitive skin. I also included these neon pink mugs, a toiletry bag stuffed with some goodies for the new moms that says Mama to match the gift bag, because moms need love too, and lastly, I included this adorable bedtime story, and I topped the bags off with a short and sweet handwritten note. These getty bags turned out so cute and girly. I am obsessed with them. After assembling all the bags, I loaded them into my car and headed over to the hospital to deliver them. Knowing that I was able to be a blessing to someone and put a smile on their face filled my heart with so much joy and happiness.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48.67,2.08,False,False,False,False,False,False,False,False,False,False,False,False,False,2,16.37,0,1,0.0,0,"(0, 0)",1,0,"[(0.0, 1.133), (1.133, 1.6), (1.6, 2.6), (2.6, 3.067), (3.067, 3.8), (3.8, 4.367), (4.367, 4.967), (4.967, 6.1), (6.1, 7.167), (7.167, 7.633), (7.633, 8.9), (8.9, 10.267), (10.267, 11.5), (11.5, 12.5), (12.5, 13.733), (13.733, 14.667), (14.667, 16.667), (16.667, 17.633), (17.633, 19.0), (19.0, 19.9), (19.9, 20.8), (20.8, 21.767), (21.767, 22.5), (22.5, 23.333), (23.333, 24.033), (24.033, 24.7), (24.7, 25.167), (25.167, 26.167), (26.167, 27.3), (27.3, 27.833), (27.833, 28.3), (28.3, 28.9), (28.9, 29.467), (29.467, 30.633), (30.633, 31.3), (31.3, 33.3), (33.3, 33.9), (33.9, 34.533), (34.533, 36.1), (36.1, 37.1), (37.1, 38.167), (38.167, 39.233), (39.233, 39.867), (39.867, 40.7), (40.7, 41.233), (41.233, 41.767), (41.767, 42.3), (42.3, 44.1), (44.1, 45.133), (45.133, 45.933), (45.933, 46.867), (46.867, 48.567)]","[('00:00:00.000', '00:00:01.133'), ('00:00:01.133', '00:00:01.600'), ('00:00:01.600', '00:00:02.600'), ('00:00:02.600', '00:00:03.067'), ('00:00:03.067', '00:00:03.800'), ('00:00:03.800', '00:00:04.367'), ('00:00:04.367', '00:00:04.967'), ('00:00:04.967', '00:00:06.100'), ('00:00:06.100', '00:00:07.167'), ('00:00:07.167', '00:00:07.633'), ('00:00:07.633', '00:00:08.900'), ('00:00:08.900', '00:00:10.267'), ('00:00:10.267', '00:00:11.500'), ('00:00:11.500', '00:00:12.500'), ('00:00:12.500', '00:00:13.733'), ('00:00:13.733', '00:00:14.667'), ('00:00:14.667', '00:00:16.667'), ('00:00:16.667', '00:00:17.633'), ('00:00:17.633', '00:00:19.000'), ('00:00:19.000', '00:00:19.900'), ('00:00:19.900', '00:00:20.800'), ('00:00:20.800', '00:00:21.767'), ('00:00:21.767', '00:00:22.500'), ('00:00:22.500', '00:00:23.333'), ('00:00:23.333', '00:00:24.033'), ('00:00:24.033', '00:00:24.700'), ('00:00:24.700', '00:00:25.167'), ('00:00:25.167', '00:00:26.167'), ('00:00:26.167', '00:00:27.300'), ('00:00:27.300', '00:00:27.833'), ('00:00:27.833', '00:00:28.300'), ('00:00:28.300', '00:00:28.900'), ('00:00:28.900', '00:00:29.467'), ('00:00:29.467', '00:00:30.633'), ('00:00:30.633', '00:00:31.300'), ('00:00:31.300', '00:00:33.300'), ('00:00:33.300', '00:00:33.900'), ('00:00:33.900', '00:00:34.533'), ('00:00:34.533', '00:00:36.100'), ('00:00:36.100', '00:00:37.100'), ('00:00:37.100', '00:00:38.167'), ('00:00:38.167', '00:00:39.233'), ('00:00:39.233', '00:00:39.867'), ('00:00:39.867', '00:00:40.700'), ('00:00:40.700', '00:00:41.233'), ('00:00:41.233', '00:00:41.767'), ('00:00:41.767', '00:00:42.300'), ('00:00:42.300', '00:00:44.100'), ('00:00:44.100', '00:00:45.133'), ('00:00:45.133', '00:00:45.933'), ('00:00:45.933', '00:00:46.867'), ('00:00:46.867', '00:00:48.567')]",0,52
results/huggies/DCVK1-ES41K_2024-11-13_23-57-26_UTC," November is the time for giving back. That's why I've partnered with Huggies and Walmart to give back by doing a giveaway for every parent's must-have baby item diapers. We will be doing a giveaway for a pack of Huggies Overnight diapers in size 3 and a $50 Walmart gift card. Huggies Overnights is my number one diaper because they are made with extra absorbency for dry nights and restful sleep. I love Huggies Overnights because they are hypoallergenic, fragrance-free, paraben-free, and made without phthalates. And when you sign into your Walmart account, you can redeem $5 Walmart cash on overnights now through December 31st. We're really excited to give back this holiday season and I look forward to see who wins.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.15,1.28,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4.6,1,1,0.0,0,"(0, 0)",1,0,"[(0.0, 12.467), (12.467, 14.0), (14.0, 15.233), (15.233, 16.9), (16.9, 20.567), (20.567, 21.467), (21.467, 23.467), (23.467, 25.833), (25.833, 34.067)]","[('00:00:00.000', '00:00:12.467'), ('00:00:12.467', '00:00:14.000'), ('00:00:14.000', '00:00:15.233'), ('00:00:15.233', '00:00:16.900'), ('00:00:16.900', '00:00:20.567'), ('00:00:20.567', '00:00:21.467'), ('00:00:21.467', '00:00:23.467'), ('00:00:23.467', '00:00:25.833'), ('00:00:25.833', '00:00:34.067')]",0,9
results/kudostobaby/DBWJz_xRP2Y_2024-10-20_12-36-18_UTC_1," what I got my hands on. The amount of you that have been asking for this review is absolutely insane, but you know what's more insane? The fact that I am working with kudos on this video to talk about their wipes and diapers. And it's perfect timing because actually my diaper bag right here is running a little bit low. The wipes, I think there's maybe one left in here and I've got one diaper left. So we got to do a little bit of a restock and let's talk about these new wipes and diapers that are both available at Target. Before we get into the good stuff, I do just want to talk about these wipes in general. So these are made without fragrance, alcohol, chlorine, pesticides, all this good stuff. Like they got nine different things here that they're made without. They are EWG verified as well as they are made with wood-based VO cell fibers that are soft and compostable. These are strong. They've got the texture that I love and I made the 99% water. So it has the texture that we love to see strong, like I just said, so your finger's not going to go through it. The smell is so minimal. So let's put this directly into my diaper bag. And then for the diapers, you guys know how obsessed I am with these. I've talked about them so many times in the past, but in case you are new to kudos, these are made with 100% doctor recommended cotton. They are TCF. They have got two absorption layers instead of one. And my son has actually used these overnights and I have had absolutely no leaks, no problems with these. They are so dang soft. And the fit of these is truly supreme. Like when I got my hands on this the first time, I immediately sent kudos an email like, dang, you did something right within these diapers. The back scrunch is so good. The front is so wide and it's got this really soft fabric. That's going to be touching your baby's body. The pad is nice and thick. I'm telling you those two layers, it really adds absorbency. And if you ever notice a few black specks, I actually have got a couple in here. It's just because there's not that crazy, harsh processing that's done within these diapers. That's just the natural cotton showing off. So these diapers are available in Target. The wipes are available in Target as well. You can sign up for a subscription if you want, but when you get them at Target, you get a smaller box so that you can try them out before you really commit. But you do save a little bit of money when you do sign up for a subscription. So go check them out, you guys. These are seriously so dang good. I've got to stock up so we have them on the go.",False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,130.47,3.42,False,False,False,False,False,False,False,False,False,False,False,False,False,3,5.39,1,1,22.740000000000002,0,"(3.42, 26.16)",1,0,"[(0.0, 24.267), (24.267, 48.467), (48.467, 49.2), (49.2, 58.9), (58.9, 62.867), (62.867, 69.533), (69.533, 73.467), (73.467, 90.6), (90.6, 95.56700000000001), (95.56700000000001, 104.6), (104.6, 117.733), (117.733, 130.367)]","[('00:00:00.000', '00:00:24.267'), ('00:00:24.267', '00:00:48.467'), ('00:00:48.467', '00:00:49.200'), ('00:00:49.200', '00:00:58.900'), ('00:00:58.900', '00:01:02.867'), ('00:01:02.867', '00:01:09.533'), ('00:01:09.533', '00:01:13.467'), ('00:01:13.467', '00:01:30.600'), ('00:01:30.600', '00:01:35.567'), ('00:01:35.567', '00:01:44.600'), ('00:01:44.600', '00:01:57.733'), ('00:01:57.733', '00:02:10.367')]",0,12
results/luvs/C-1MqcxtRN4_2024-08-19_00-32-49_UTC_1, loves just released their new loves platinum protection diapers and we're excited to partner with them and put these diapers to the test with twins for double the leak checks we went to our local science center and had the best time checking out all the animals loves has up to 12 hours of triple leak guard protection just in case we need extra time between diaper changes while we're busy exploring these diapers passed all the leak checks so we could spend more time on what matters most enjoying life with our family the new loves are softer than ever before so our twins were comfortable in them the whole time too thanks for watching,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28.12,3.7600000000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 1.267), (1.267, 2.767), (2.767, 3.767), (3.767, 4.633), (4.633, 5.2), (5.2, 6.167), (6.167, 7.3), (7.3, 9.8), (9.8, 11.4), (11.4, 14.467), (14.467, 15.667), (15.667, 16.533), (16.533, 18.1), (18.1, 18.733), (18.733, 19.6), (19.6, 21.467), (21.467, 22.833), (22.833, 24.1), (24.1, 26.867), (26.867, 28.033)]","[('00:00:00.000', '00:00:01.267'), ('00:00:01.267', '00:00:02.767'), ('00:00:02.767', '00:00:03.767'), ('00:00:03.767', '00:00:04.633'), ('00:00:04.633', '00:00:05.200'), ('00:00:05.200', '00:00:06.167'), ('00:00:06.167', '00:00:07.300'), ('00:00:07.300', '00:00:09.800'), ('00:00:09.800', '00:00:11.400'), ('00:00:11.400', '00:00:14.467'), ('00:00:14.467', '00:00:15.667'), ('00:00:15.667', '00:00:16.533'), ('00:00:16.533', '00:00:18.100'), ('00:00:18.100', '00:00:18.733'), ('00:00:18.733', '00:00:19.600'), ('00:00:19.600', '00:00:21.467'), ('00:00:21.467', '00:00:22.833'), ('00:00:22.833', '00:00:24.100'), ('00:00:24.100', '00:00:26.867'), ('00:00:26.867', '00:00:28.033')]",0,20
results/luvs/C-AVkOPu83I_2024-07-29_11-41-30_UTC," I guarantee you one of the biggest mistakes you're making as a mom that wants to get out of the house every day is your diapers. Trust me, I know it might sound silly, but when you're getting out of the house every day, the last thing you want to be worrying about is leaks or anything, so I know my daughter will stay dry and comfortable in these. And are you kidding with the bluey print? My daughter is obsessed, so she's looking cute and staying dry all day long.",False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19.9,4.76,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 1.0), (1.0, 2.1), (2.1, 2.8), (2.8, 3.967), (3.967, 5.033), (5.033, 5.833), (5.833, 6.567), (6.567, 7.367), (7.367, 8.233), (8.233, 9.033), (9.033, 9.833), (9.833, 10.7), (10.7, 11.9), (11.9, 13.033), (13.033, 13.633), (13.633, 14.067), (14.067, 14.933), (14.933, 16.2), (16.2, 17.0), (17.0, 18.267), (18.267, 19.8)]","[('00:00:00.000', '00:00:01.000'), ('00:00:01.000', '00:00:02.100'), ('00:00:02.100', '00:00:02.800'), ('00:00:02.800', '00:00:03.967'), ('00:00:03.967', '00:00:05.033'), ('00:00:05.033', '00:00:05.833'), ('00:00:05.833', '00:00:06.567'), ('00:00:06.567', '00:00:07.367'), ('00:00:07.367', '00:00:08.233'), ('00:00:08.233', '00:00:09.033'), ('00:00:09.033', '00:00:09.833'), ('00:00:09.833', '00:00:10.700'), ('00:00:10.700', '00:00:11.900'), ('00:00:11.900', '00:00:13.033'), ('00:00:13.033', '00:00:13.633'), ('00:00:13.633', '00:00:14.067'), ('00:00:14.067', '00:00:14.933'), ('00:00:14.933', '00:00:16.200'), ('00:00:16.200', '00:00:17.000'), ('00:00:17.000', '00:00:18.267'), ('00:00:18.267', '00:00:19.800')]",0,21
results/luvs/C4q0gF1pn8A_2024-03-18_20-32-54_UTC," If you love Love's diapers and saving money, then I've got a deal for you. I've partnered with Love's at Walmart to show you how you can get $6 cash back. Here's how to do it. Make sure to claim your $4 off on Walmart.com or in your Walmart app. Next, clip the Walmart offer within your Ibotta app and scan the Love's big pack to get two more dollars off. Now everybody's happy. Your kiddos will love the fun Paw Patrol design and you'll love the money saved and leak-proof protection on Love's at Walmart. Bye.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29.86,4.72,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 3.167), (3.167, 5.833), (5.833, 10.133), (10.133, 15.567), (15.567, 19.4), (19.4, 23.367), (23.367, 29.733)]","[('00:00:00.000', '00:00:03.167'), ('00:00:03.167', '00:00:05.833'), ('00:00:05.833', '00:00:10.133'), ('00:00:10.133', '00:00:15.567'), ('00:00:15.567', '00:00:19.400'), ('00:00:19.400', '00:00:23.367'), ('00:00:23.367', '00:00:29.733')]",0,7
results/luvs/C5B4Hq6plwu_2024-03-27_19-24-59_UTC_1, Koala Thank you.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27.68,15.8,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 1.933), (1.933, 2.633), (2.633, 3.067), (3.067, 3.667), (3.667, 4.3), (4.3, 5.367), (5.367, 6.167), (6.167, 8.933), (8.933, 10.633), (10.633, 12.5), (12.5, 14.333), (14.333, 17.533), (17.533, 19.733), (19.733, 21.933), (21.933, 24.2), (24.2, 25.133), (25.133, 27.567)]","[('00:00:00.000', '00:00:01.933'), ('00:00:01.933', '00:00:02.633'), ('00:00:02.633', '00:00:03.067'), ('00:00:03.067', '00:00:03.667'), ('00:00:03.667', '00:00:04.300'), ('00:00:04.300', '00:00:05.367'), ('00:00:05.367', '00:00:06.167'), ('00:00:06.167', '00:00:08.933'), ('00:00:08.933', '00:00:10.633'), ('00:00:10.633', '00:00:12.500'), ('00:00:12.500', '00:00:14.333'), ('00:00:14.333', '00:00:17.533'), ('00:00:17.533', '00:00:19.733'), ('00:00:19.733', '00:00:21.933'), ('00:00:21.933', '00:00:24.200'), ('00:00:24.200', '00:00:25.133'), ('00:00:25.133', '00:00:27.567')]",0,17
results/luvs/C5CGC03OT5K_2024-03-27_21-27-10_UTC," Come with me to Walmart to grab one of the most important things that you can give a new mom. Love's diapers, because if you're already a mom, then you already know. And we all know you can never have enough diapers. And you can save up to $6 using Ibotta and Walmart cash. Partnered with Love's at Walmart. And now we're going to do a porch drop-off for my friend and her sweet babies. Thanks for Eyes",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36.64,4.5600000000000005,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 3.133), (3.133, 4.8), (4.8, 14.2), (14.2, 15.133), (15.133, 17.667), (17.667, 19.433), (19.433, 23.333), (23.333, 25.233), (25.233, 25.733), (25.733, 30.1), (30.1, 36.533)]","[('00:00:00.000', '00:00:03.133'), ('00:00:03.133', '00:00:04.800'), ('00:00:04.800', '00:00:14.200'), ('00:00:14.200', '00:00:15.133'), ('00:00:15.133', '00:00:17.667'), ('00:00:17.667', '00:00:19.433'), ('00:00:19.433', '00:00:23.333'), ('00:00:23.333', '00:00:25.233'), ('00:00:25.233', '00:00:25.733'), ('00:00:25.733', '00:00:30.100'), ('00:00:30.100', '00:00:36.533')]",0,11
results/luvs/C9S_h87JjN-_2024-07-11_21-04-44_UTC_1," As a Love's partner and veteran mom, I was thrilled when I walked into Walmart and saw new Love's Platinum Protection. These are Love's most absorbent diapers yet with up to 12 hours of leak guard protection. Bonus, they even come in fun bluey prints. Soft and comfy for delicate skin, Love's provides superior skin protection too. Hitting shelves now? Look for new Love's Platinum Protection conveniently at Walmart.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26.7,6.72,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 5.867), (5.867, 9.167), (9.167, 10.9), (10.9, 15.8), (15.8, 17.367), (17.367, 19.3), (19.3, 26.6)]","[('00:00:00.000', '00:00:05.867'), ('00:00:05.867', '00:00:09.167'), ('00:00:09.167', '00:00:10.900'), ('00:00:10.900', '00:00:15.800'), ('00:00:15.800', '00:00:17.367'), ('00:00:17.367', '00:00:19.300'), ('00:00:19.300', '00:00:26.600')]",0,7
results/luvs/C9f-biYyiMk_2024-07-16_22-03-25_UTC," New and improved Love's Platinum Protection diapers are now available at Walmart. We love the fun, bluey prints, and most importantly, the superior skin protection and improved leak protection. These are Love's most absorbent diapers yet, making them a fantastic choice for every baby.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.18,4.04,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 2.5), (2.5, 6.233), (6.233, 13.333), (13.333, 17.033)]","[('00:00:00.000', '00:00:02.500'), ('00:00:02.500', '00:00:06.233'), ('00:00:06.233', '00:00:13.333'), ('00:00:13.333', '00:00:17.033')]",0,4
results/luvs/C9fE_zQuIJQ_2024-07-16_13-41-15_UTC_1," We get in, we get out, ready, break! Life with two kids is chaotic enough, which means that store runs are only about getting the essentials. And the most essential thing as a mom of two toddlers, diapers I can trust. The new Loves Platinum Protection, available at Walmart, offers improved leak protection and is the most absorbent Loves ever. Which means I can focus less on diaper changes and more on, well, everything else.",False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23.94,3.7800000000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 3.6), (3.6, 4.4), (4.4, 5.0), (5.0, 6.3), (6.3, 8.233), (8.233, 10.0), (10.0, 10.6), (10.6, 11.5), (11.5, 12.2), (12.2, 12.7), (12.7, 13.2), (13.2, 13.7), (13.7, 15.3), (15.3, 18.0), (18.0, 20.0), (20.0, 21.3), (21.3, 23.833)]","[('00:00:00.000', '00:00:03.600'), ('00:00:03.600', '00:00:04.400'), ('00:00:04.400', '00:00:05.000'), ('00:00:05.000', '00:00:06.300'), ('00:00:06.300', '00:00:08.233'), ('00:00:08.233', '00:00:10.000'), ('00:00:10.000', '00:00:10.600'), ('00:00:10.600', '00:00:11.500'), ('00:00:11.500', '00:00:12.200'), ('00:00:12.200', '00:00:12.700'), ('00:00:12.700', '00:00:13.200'), ('00:00:13.200', '00:00:13.700'), ('00:00:13.700', '00:00:15.300'), ('00:00:15.300', '00:00:18.000'), ('00:00:18.000', '00:00:20.000'), ('00:00:20.000', '00:00:21.300'), ('00:00:21.300', '00:00:23.833')]",0,17
results/luvs/DA9HBGQyqM3_2024-10-10_19-13-59_UTC," Let's go on a three-hour road trip with our six-month-old. Traveling with a baby can be overwhelming, especially when it comes to blowouts. That's why I'm partnering with Loves and packing the new Loves Platinum Protection Diapers. These are Loves' most absorbent and softest diapers ever. I'm hoping these diapers will make this trip less messy, so we're putting them to the test. Of course, we didn't make it out the house before Spit Up, so quick change, but so far so good. We finally reached the hotel, and there were no leaks. After three hours in the car seat, it's safe to say the new Loves Platinum Protection Diapers works hard against leaks in real life.",False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.79,2.74,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 0.833), (0.833, 1.567), (1.567, 2.633), (2.633, 3.367), (3.367, 4.233), (4.233, 4.833), (4.833, 5.333), (5.333, 6.033), (6.033, 6.9), (6.9, 7.367), (7.367, 8.133), (8.133, 8.867), (8.867, 9.367), (9.367, 10.333), (10.333, 11.367), (11.367, 12.533), (12.533, 14.033), (14.033, 16.433), (16.433, 17.4), (17.4, 18.067), (18.067, 18.9), (18.9, 19.8), (19.8, 20.4), (20.4, 21.2), (21.2, 21.9), (21.9, 22.8), (22.8, 23.767), (23.767, 24.3), (24.3, 25.233), (25.233, 26.6), (26.6, 27.133), (27.133, 27.8), (27.8, 28.367), (28.367, 29.633), (29.633, 30.7)]","[('00:00:00.000', '00:00:00.833'), ('00:00:00.833', '00:00:01.567'), ('00:00:01.567', '00:00:02.633'), ('00:00:02.633', '00:00:03.367'), ('00:00:03.367', '00:00:04.233'), ('00:00:04.233', '00:00:04.833'), ('00:00:04.833', '00:00:05.333'), ('00:00:05.333', '00:00:06.033'), ('00:00:06.033', '00:00:06.900'), ('00:00:06.900', '00:00:07.367'), ('00:00:07.367', '00:00:08.133'), ('00:00:08.133', '00:00:08.867'), ('00:00:08.867', '00:00:09.367'), ('00:00:09.367', '00:00:10.333'), ('00:00:10.333', '00:00:11.367'), ('00:00:11.367', '00:00:12.533'), ('00:00:12.533', '00:00:14.033'), ('00:00:14.033', '00:00:16.433'), ('00:00:16.433', '00:00:17.400'), ('00:00:17.400', '00:00:18.067'), ('00:00:18.067', '00:00:18.900'), ('00:00:18.900', '00:00:19.800'), ('00:00:19.800', '00:00:20.400'), ('00:00:20.400', '00:00:21.200'), ('00:00:21.200', '00:00:21.900'), ('00:00:21.900', '00:00:22.800'), ('00:00:22.800', '00:00:23.767'), ('00:00:23.767', '00:00:24.300'), ('00:00:24.300', '00:00:25.233'), ('00:00:25.233', '00:00:26.600'), ('00:00:26.600', '00:00:27.133'), ('00:00:27.133', '00:00:27.800'), ('00:00:27.800', '00:00:28.367'), ('00:00:28.367', '00:00:29.633'), ('00:00:29.633', '00:00:30.700')]",0,35
results/luvs/DAHBZ0lviC7_2024-09-19_19-07-33_UTC_1," Hola, hola. En un día de parque no puede faltar en el bulto de Amalia los snacks importantes. Cambio de ropa, su agua y como lo bueno se comparte, me he unido a Love para compartirles por qué me encantan los nuevos y mejorados pañales Love Platinum Protection. Ofrecen 12 horas de protección, tienen un indicador de humedad que se vuelve a subrar contacto, también cuentan con laterales más seguros, elástico y súper suave. Te invito a probarlo y notarás la diferencia. Lo mejor es que si no quedas satisfecho, Love te devuelve dinero. Mira qué sencillo. Para más detalles, visita a lovediapers.com Gracias por ver el video.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39.63,4.42,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 2.0), (2.0, 6.267), (6.267, 9.0), (9.0, 11.5), (11.5, 12.133), (12.133, 14.733), (14.733, 15.8), (15.8, 17.867), (17.867, 20.7), (20.7, 23.367), (23.367, 24.967), (24.967, 26.933), (26.933, 30.233), (30.233, 32.733), (32.733, 34.3), (34.3, 35.367), (35.367, 36.633), (36.633, 37.633), (37.633, 39.4), (39.4, 39.533)]","[('00:00:00.000', '00:00:02.000'), ('00:00:02.000', '00:00:06.267'), ('00:00:06.267', '00:00:09.000'), ('00:00:09.000', '00:00:11.500'), ('00:00:11.500', '00:00:12.133'), ('00:00:12.133', '00:00:14.733'), ('00:00:14.733', '00:00:15.800'), ('00:00:15.800', '00:00:17.867'), ('00:00:17.867', '00:00:20.700'), ('00:00:20.700', '00:00:23.367'), ('00:00:23.367', '00:00:24.967'), ('00:00:24.967', '00:00:26.933'), ('00:00:26.933', '00:00:30.233'), ('00:00:30.233', '00:00:32.733'), ('00:00:32.733', '00:00:34.300'), ('00:00:34.300', '00:00:35.367'), ('00:00:35.367', '00:00:36.633'), ('00:00:36.633', '00:00:37.633'), ('00:00:37.633', '00:00:39.400'), ('00:00:39.400', '00:00:39.533')]",0,20
